iter	Logloss
137	0.07734110768
138	0.07713701578
139	0.07700687979
140	0.07693030617
141	0.07676564773
142	0.07661823373
143	0.07648250994
144	0.07628765833
145	0.07618847061
146	0.07603215192
147	0.0758820475
148	0.07571048121
149	0.07552000365
150	0.07534546726
151	0.07516018596
152	0.07504223239
153	0.07489595945
154	0.07477893997
155	0.07471234498
156	0.07463965318
157	0.07447724328
158	0.07435227559
159	0.07428090384
160	0.07416589239
161	0.07405817474
162	0.07397748438
163	0.07384067547
164	0.07364532046
165	0.07352638804
166	0.07343967919
167	0.07329748383
168	0.07307721023
169	0.07299852231
170	0.07288680538
171	0.07279416753
172	0.07271826512
173	0.07262557133
174	0.07255667745
175	0.072436755
176	0.07238018897
177	0.07230946605
178	0.07218150589
179	0.0719979921
180	0.07192138493
181	0.07178990652
182	0.07163470651
183	0.07151899589
184	0.07144237753
185	0.07134966137
186	0.07124603249
187	0.07110528023
188	0.07103074821
189	0.07087173909
190	0.07076588404
191	0.07073218382
192	0.0706016451
193	0.07049678008
194	0.07044439232
195	0.07035192786
196	0.07027874384
197	0.0701363695
198	0.07003135346
199	0.06982670781
200	0.06978262065
201	0.0697004033
202	0.06962346052
203	0.06953897224
204	0.06946635316
205	0.06934011017
206	0.06929265579
207	0.069169629
208	0.06905818055
209	0.06896553151
210	0.06882086387
211	0.06869306033
212	0.06859150101
213	0.06854027667
214	0.06847619871
215	0.06839945729
216	0.06829926835
217	0.06817472016
218	0.06807322236
219	0.06798984158
220	0.06787244176
221	0.06782495941
222	0.06776533379
223	0.06766157626
224	0.06757912957
225	0.06745936934
226	0.06735255222
227	0.06725512082
228	0.06713887883
229	0.06710156527
230	0.0670514764
231	0.06699249961
232	0.066853403
233	0.06672789274
234	0.06660403254
235	0.06650142726
236	0.06636319762
237	0.06628386086
238	0.06612949987
239	0.06602448942
240	0.06593585084
241	0.06587283003
242	0.06578393975
243	0.06568101005
244	0.06559925695
245	0.06547743834
246	0.06540460111
247	0.06534296746
248	0.06526284763
249	0.0651440103
250	0.06506899725
251	0.06502526806
252	0.06497505613
253	0.06488580788
254	0.06476467725
255	0.06467120598
256	0.0646229853
257	0.06455208339
258	0.06447526367
259	0.06434632466
260	0.06428146362
261	0.0642081118
262	0.06414175173
263	0.06401541925
264	0.06394867883
265	0.06384749427
266	0.06373315403
267	0.06367317043
268	0.06364590262
269	0.06356232047
270	0.06353632795
271	0.06342343641
272	0.06336704377
273	0.06322160984
274	0.06315387938
275	0.06307026927
276	0.0630124671
277	0.06295412237
278	0.06285117588
279	0.06273535899
280	0.06265904827
281	0.06258367723
282	0.0625168585
283	0.06243944588
284	0.06234493423
285	0.0622412662
286	0.06216654959
287	0.06212585762
288	0.06206865954
289	0.06201156213
290	0.0619566126
291	0.06187212992
292	0.06178857574
293	0.06170992138
294	0.06166910636
295	0.06157805144
296	0.06146320779
297	0.06141933877
298	0.06130570331
299	0.06120914448
300	0.06115251692
301	0.06103584983
302	0.0609178627
303	0.06088331787
304	0.06083296611
305	0.06074936719
306	0.06065369771
307	0.06060601959
308	0.06052582145
309	0.06043653964
310	0.0603972572
311	0.06035082641
312	0.06029038415
313	0.06020854156
314	0.06015874913
315	0.06007169349
316	0.05996568741
317	0.05985320978
318	0.05976975628
319	0.05968564836
320	0.05966009772
321	0.05962521729
322	0.05960673671
323	0.05950652539
324	0.05947343485
325	0.05939160904
326	0.05930587343
327	0.05927241932
328	0.05917709104
329	0.05906598939
330	0.05901753378
331	0.05891325607
332	0.05886695392
333	0.05881646232
334	0.05872384124
335	0.05869018577
336	0.05860951219
337	0.05851533616
338	0.05847287667
339	0.05841732305
340	0.05832215698
341	0.05825853767
342	0.05811455243
343	0.05803570789
344	0.05796071721
345	0.05792041678
346	0.05788131334
347	0.05782794113
348	0.0577530735
349	0.05769887907
350	0.05761293652
351	0.05755899379
352	0.05750822811
353	0.05742043414
354	0.05733950327
355	0.05728561647
356	0.05722397164
357	0.05718235676
358	0.05708225172
359	0.0570378793
360	0.05695828525
361	0.05690924793
362	0.0568179469
363	0.05675545746
364	0.0567341522
365	0.05665656618
366	0.05654592878
367	0.05648662757
368	0.05641007074
369	0.05637696342
370	0.05631056419
371	0.05622886143
372	0.05616507432
373	0.0560994358
374	0.05604138193
375	0.05601283882
376	0.05597672225
377	0.05588274757
378	0.05584189899
379	0.05579471308
380	0.05574932826
381	0.05567477945
382	0.05554826798
383	0.05552731511
384	0.05548443053
385	0.05545132321
386	0.05539928224
387	0.05534005375
388	0.05526534833
389	0.05520739513
390	0.0551554101
391	0.05509906221
392	0.05502588938
393	0.05495620683
394	0.05488011424
395	0.05476553349
396	0.05470464936
397	0.05467077574
398	0.05464627666
399	0.05459565082
400	0.05451435078
401	0.05445927818
402	0.05439583227
403	0.05433533968
404	0.054287119
405	0.0542505997
406	0.05419161173
407	0.05409272605
408	0.05406405989
409	0.05398978516
410	0.05389578252
411	0.05382950075
412	0.05379767991
413	0.0537522839
414	0.05372603967
415	0.05365836515
416	0.05361087721
417	0.05355525087
418	0.05351303749
419	0.05343438314
420	0.05339366879
421	0.05333474235
422	0.05326026626
423	0.05318539863
424	0.05310330433
425	0.05304133508
426	0.05297746407
427	0.05290549941
428	0.05281853326
429	0.05277266181
430	0.05269032699
431	0.05265660999
432	0.05261434068
433	0.05259065824
434	0.05253285047
435	0.05249600676
436	0.05240962792
437	0.05238297538
438	0.05235419735
439	0.05226122948
440	0.05222977222
441	0.05216335621
442	0.05212875545
443	0.05209934537
444	0.05202328634
445	0.05195276479
446	0.05191707891
447	0.0518409192
448	0.05179465621
449	0.05176883709
450	0.05171844617
451	0.05166354137
452	0.05159562634
453	0.0515422877
454	0.05148066523
455	0.05144575684
456	0.05137045852
457	0.05130697345
458	0.05124312482
459	0.0511927339
460	0.05114912218
461	0.05112409732
462	0.0510796298
463	0.05100105934
464	0.05092114088
465	0.05087093454
466	0.0508271662
467	0.05077680884
468	0.05070880431
469	0.05065794914
470	0.05059174568
471	0.05053088952
472	0.05050756505
473	0.05043188638
474	0.05035111212
475	0.0502711545
476	0.05021993016
477	0.0501803345
478	0.05013575512
479	0.05010444887
480	0.05006291789
481	0.04999370519
482	0.04997385981
483	0.04991854111
484	0.04985770172
485	0.04977832582
486	0.04970439228
487	0.04967851723
488	0.04962081014
489	0.04958304911
490	0.04951729872
491	0.04944268839
492	0.04937762599
493	0.04931802834
494	0.04923982145
495	0.04916551875
496	0.04911437272
497	0.04904576411
498	0.04902002888
499	0.04896281961
500	0.04891719427
501	0.0488809938
502	0.04882533949
503	0.04877968058
504	0.04870281052
505	0.04865359421
506	0.04860724732
507	0.04854264917
508	0.04848817506
509	0.04841549445
510	0.04839050875
511	0.04835524797
512	0.04828411113
513	0.04822081625
514	0.04814550674
515	0.04812479439
516	0.04807825172
517	0.04801084569
518	0.04796240686
519	0.04789352417
520	0.0478468193
521	0.04778449207
522	0.04772043088
523	0.04766756209
524	0.0476272225
525	0.04757561782
526	0.04751815684
527	0.04747191063
528	0.04740857658
529	0.04736505995
530	0.04730298442
531	0.04725910981
532	0.04720457418
533	0.04714095488
534	0.04710314351
535	0.04705940314
536	0.04699720455
537	0.04695579104
538	0.04691986185
539	0.04686756637
540	0.04682259546
541	0.04677924383
542	0.04673100637
543	0.04669369561
544	0.04663514951
545	0.04659698576
546	0.04653723429
547	0.04648087241
548	0.04646237505
549	0.04639482079
550	0.04637079155
551	0.04634840677
552	0.04628618302
553	0.04622923664
554	0.04616816792
555	0.04613587164
556	0.0460827847
557	0.04605680057
558	0.04599489564
559	0.04592787555
560	0.04589010893
561	0.04584079194
562	0.04582003484
563	0.04575166954
564	0.04569676475
565	0.04563229245
566	0.04558656922
567	0.04554035657
568	0.04551242034
569	0.04548944546
570	0.04542389923
571	0.04536712624
572	0.04533500056
573	0.04529630823
574	0.04524103428
575	0.04520137429
576	0.04515852047
577	0.04511256512
578	0.04509040967
579	0.04505146284
580	0.04498950757
581	0.04494360255
582	0.04492345234
583	0.04486275838
584	0.04480502333
585	0.04474680165
586	0.04470989082
587	0.04468765147
588	0.04465843995
589	0.04459811515
590	0.04456094423
591	0.04451649909
592	0.04447388579
593	0.04438293714
594	0.04433202883
595	0.04424281973
596	0.04415625351
597	0.04410983111
598	0.04408904884
599	0.04405199817
600	0.04401967113
601	0.04396722743
602	0.04391285961
603	0.04386505004
604	0.04384969896
605	0.04381136181
606	0.04376153023
607	0.043704114
608	0.04366135248
609	0.04360466898
610	0.0435532265
611	0.04350983013
612	0.04346439216
613	0.04344907185
614	0.04340576776
615	0.04335276752
616	0.04331014863
617	0.04328364711
618	0.04324397873
619	0.04319994191
620	0.04316675628
621	0.04311572212
622	0.04307387232
623	0.04303228261
624	0.04299145919
625	0.04293508054
626	0.04289616448
627	0.04283642979
628	0.04280268482
629	0.04277351245
630	0.04273923611
631	0.04267472466
632	0.04263518213
633	0.04258449756
634	0.04254638135
635	0.04250896152
636	0.04246958679
637	0.04245029237
638	0.04241199437
639	0.04237225328
640	0.0423230985
641	0.0422927767
642	0.0422782003
643	0.04222393316
644	0.04218008371
645	0.0421415452
646	0.04212742467
647	0.04209433972
648	0.04206059475
649	0.04202386011
650	0.04194657334
651	0.04190884308
652	0.04185738941
653	0.04182076664
654	0.04178958345
655	0.04175171894
656	0.04171497311
657	0.04163075612
658	0.0415946815
659	0.04154512959
660	0.04145903042
661	0.04142641811
662	0.04137144061
663	0.04134216756
664	0.04127925862
665	0.0412447026
666	0.04122152356
667	0.04120379809
668	0.04116383606
669	0.04113447911
670	0.04111727382
671	0.04109109112
672	0.04106287243
673	0.04103171161
674	0.04095777249
675	0.04088953863
676	0.04084214018
677	0.04080834766
678	0.04077571858
679	0.04074671401
680	0.040703175
681	0.04063209131
682	0.040595751
683	0.0405614467
684	0.04051707427
685	0.04048157857
686	0.04043630561
687	0.04040487071
688	0.04035849585
689	0.04033732484
690	0.04030229898
691	0.04028299058
692	0.04025463764
693	0.0401775774
694	0.04011250381
695	0.04007779119
696	0.04005534768
697	0.04000645299
698	0.03998335506
699	0.03994227435
700	0.0399121511
701	0.03989346076
702	0.03986382694
703	0.0397954896
704	0.03977709012
705	0.03975963872
706	0.03973043559
707	0.03967284597
708	0.03964645632
709	0.03961612612
710	0.03957329468
711	0.03951803191
712	0.03948571605
713	0.03945460557
714	0.03942661341
715	0.03939135543
716	0.03936604251
717	0.03933377979
718	0.03930028093
719	0.03928797546
720	0.03925521493
721	0.03922873298
722	0.03920611608
723	0.03918965471
724	0.03916048514
725	0.03912838463
726	0.0390626678
727	0.0390455576
728	0.03901290334
729	0.03899707403
730	0.038865783
731	0.03883915003
732	0.03882752416
733	0.03880151206
734	0.03876111654
735	0.03868817304
736	0.03865521395
737	0.03864046975
738	0.03860891739
739	0.03857162341
740	0.03844499448
741	0.03840891427
742	0.03838564014
743	0.03836834815
744	0.03835330471
745	0.03829565076
746	0.03828096809
747	0.03814623992
748	0.03811502317
749	0.03808469577
750	0.03807282937
751	0.0380273131
752	0.0380131618
753	0.0379877454
754	0.03791869491
755	0.03790325713
756	0.03778567272
757	0.03776120161
758	0.0377052089
759	0.03768231792
760	0.0376614098
761	0.03764348855
762	0.03761639413
763	0.03760385094
764	0.03757208324
765	0.03755003965
766	0.03752173147
767	0.03750176863
768	0.03749055387
769	0.0374640999
770	0.03745039887
771	0.03743848493
772	0.03740823024
773	0.03737620245
774	0.03733148323
775	0.03730293733
776	0.03719134345
777	0.03714125457
778	0.03711169346
779	0.03707968524
780	0.03706053904
781	0.03703281816
782	0.0369901741
783	0.036943321
784	0.036912823
785	0.03689352858
786	0.03686700189
787	0.03685632409
788	0.03682718808
789	0.03678707223
790	0.03674043448
791	0.03663252945
792	0.03660464636
793	0.03658658808
794	0.03656876751
795	0.03655266692
796	0.03649029774
797	0.03645175363
798	0.03642732167
799	0.03639808498
800	0.03638529008
801	0.03636193765
802	0.03634019052
803	0.03630937369
804	0.03629229705
805	0.03627992725
806	0.03617403304
807	0.03613452967
808	0.03610514196
809	0.03607639469
810	0.03605388966
811	0.03601533716
812	0.03599858773
813	0.03597685179
814	0.03596352272
815	0.03591886783
816	0.03589907
817	0.03582830793
818	0.03580713692
819	0.03572417005
820	0.03569313788
821	0.0355862033
822	0.03553160055
823	0.03550516615
824	0.03549237125
825	0.03547258461
826	0.03543495503
827	0.03541875934
828	0.03539607252
829	0.03536597165
830	0.03526277067
831	0.03522795456
832	0.0351720933
833	0.03514613154
834	0.03512208553
835	0.03510199684
836	0.03508625422
837	0.03507718173
838	0.03505780061
839	0.03502153022
840	0.03498758109
841	0.03492946569
842	0.03483047373
843	0.03478167973
844	0.03474821723
845	0.03467998337
846	0.03462687685
847	0.03457980002
848	0.03454623124
849	0.03451917878
850	0.03450762002
851	0.03448155758
852	0.03446201145
853	0.0344438469
854	0.03443493941
855	0.03440265432
856	0.03432850544
857	0.03425274566
858	0.03419890082
859	0.03418374271
860	0.03415783409
861	0.0341387718
862	0.03408822985
863	0.03405822687
864	0.03403317404
865	0.03402223335
866	0.0339977119
867	0.03397438743
868	0.03395768275
869	0.03394274558
870	0.03392328055
871	0.03385584655
872	0.03384128134
873	0.0338227644
874	0.033764814
875	0.03370095698
876	0.03367545947
877	0.03366485439
878	0.03365420176
879	0.03363058364
880	0.03360253835
881	0.03359213183
882	0.0335676775
883	0.03355812677
884	0.03352823006
885	0.03350411133
886	0.03348357796
887	0.03345166483
888	0.03343115105
889	0.03339181268
890	0.033382729
891	0.03333213672
892	0.03331270246
893	0.03329808132
894	0.03327845968
895	0.03326312538
896	0.03319968786
897	0.03315742974
898	0.03314252613
899	0.03309183596
900	0.03308054289
901	0.03306535961
902	0.03304022848
903	0.0329931936
904	0.03293200742
905	0.03290742164
906	0.03286742884
907	0.03284588587
908	0.0328221419
909	0.03280035002
910	0.03273421369
911	0.03272002044
912	0.03268632861
913	0.03266726631
914	0.03262950808
915	0.03257298959
916	0.03248033216
917	0.03247398645
918	0.03245364047
919	0.0324308222
920	0.03237635649
921	0.03235861143
922	0.03235244751
923	0.03233724745
924	0.03227228853
925	0.03224278335
926	0.03221538969
927	0.03219178275
928	0.03212838159
929	0.03211120986
930	0.03208832727
931	0.03207483599
932	0.03205866548
933	0.03203547525
934	0.03202240348
935	0.03196939485
936	0.03194382184
937	0.03190692219
938	0.03184501447
939	0.03181904991
940	0.03179908148
941	0.03171377098
942	0.0316885951
943	0.03167290841
944	0.03165187164
945	0.03159934125
946	0.0315842167
947	0.03156389029
948	0.03154258225
949	0.03151198077
950	0.03149197318
951	0.03140935031
952	0.03137898375
953	0.03129564772
954	0.03128274375
955	0.03124350607
956	0.03123545717
957	0.03122965122
958	0.03121018619
959	0.03114976631
960	0.03112686415
961	0.03108498358
962	0.0310548072
963	0.03104009377
964	0.03098119808
965	0.03092652262
966	0.03091941621
967	0.03090060002
968	0.03087544371
969	0.03085033215
970	0.03079959724
971	0.03076949917
972	0.03075619807
973	0.03073355879
974	0.03065668033
975	0.03063375579
976	0.03060690189
977	0.03058594343
978	0.03056486751
979	0.03055027153
980	0.03054461661
981	0.03053910432
982	0.03048629425
983	0.03047431319
984	0.03039400878
985	0.03037971206
986	0.03036180479
987	0.03030573937
988	0.03028166259
989	0.0302605559
990	0.03022100499
991	0.03020994684
992	0.03016933598
993	0.03015548113
994	0.03013673486
995	0.03011942609
996	0.03009065085
997	0.03004853257
998	0.02997530381
999	0.02993555153
